content_id,client_id,cluster,silhouette_val,is_holdout_client,position_tier,avg_position,impressions_90d,engagement_rate,content_age_days,ctr,ctr_gap,baseline_action_score,trend_direction,is_declining_label,action,reason_code,priority,justification,roi_score,requires_human_signoff
content_c2210e63564c,client_19581e27de,5.0,0.42431949975157396,False,striking,11.0,984,28.57,153,0.0,0.17,0.523,up,0,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.802,False
content_72c79c304699,client_7f2253d7e2,2.0,0.6097157190208939,False,striking,11.9,982,0.0,147,0.0,0.17,0.5226,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.801,False
content_dc9b1bdd6fd2,client_3fdba35f04,2.0,0.5079806692767614,False,striking,18.3,981,0.0,174,0.0,0.17,0.5225,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.8,False
content_aefa7ba09b0e,client_19581e27de,0.0,0.5491495413036699,False,striking,10.4,977,0.0,463,0.0,0.17,0.522,stable,0,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.797,False
content_d847396d336c,client_6208ef0f77,0.0,0.22345211093392342,True,striking,10.1,977,0.0,307,0.0,0.17,0.522,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.797,False
content_e236db43d278,client_3fdba35f04,2.0,0.5114207287233894,False,striking,13.8,972,3.7,174,0.0,0.17,0.5212,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.793,False
content_f7ebfddf394a,client_19581e27de,0.0,0.53679810083178,False,striking,15.6,972,0.0,482,0.0,0.17,0.5212,stable,0,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.793,False
content_5b334c933fd1,client_7f2253d7e2,2.0,0.5271506890064697,False,striking,17.6,967,0.0,169,0.0,0.17,0.5207,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.79,False
content_9beb3583c4e7,client_19581e27de,0.0,0.5068655636462689,False,striking,19.3,1553,0.0,441,0.13,0.04000000000000001,0.486,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.786,False
content_bd21d2b7abd4,client_19581e27de,0.0,0.5325768093876265,False,striking,16.3,1554,0.0,441,0.13,0.04000000000000001,0.4861,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.786,False
content_e8389526d549,client_4e07408562,0.0,0.3926001564984453,False,striking,14.4,1554,0.0,348,0.13,0.04000000000000001,0.4861,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.786,False
content_1560719eb7a9,client_3fdba35f04,2.0,0.5090851715787037,False,striking,20.0,1549,0.0,165,0.13,0.04000000000000001,0.4856,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.784,False
content_df32c8c5c2ce,client_f369cb89fc,2.0,0.6349654041229242,False,striking,11.5,1549,0.0,106,0.13,0.04000000000000001,0.4856,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.784,False
content_d2f02c272585,client_4e07408562,5.0,0.5020515957657492,False,striking,10.4,1548,40.0,230,0.13,0.04000000000000001,0.4855,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.783,False
content_44e8e4b70bb1,client_f74efabef1,2.0,0.558454174575802,True,striking,10.9,1545,0.0,175,0.13,0.04000000000000001,0.4852,new,0,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.782,False
content_3e460b87cff0,client_4e07408562,0.0,0.029012452620512594,False,striking,11.2,1543,0.0,280,0.13,0.04000000000000001,0.4851,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.781,False
content_eedda1271288,client_3fdba35f04,2.0,0.6280388132989911,False,striking,12.0,955,0.0,96,0.0,0.17,0.5188,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.78,False
content_9efe1f04827f,client_19581e27de,0.0,0.4972609654404645,False,striking,18.5,955,0.0,417,0.0,0.17,0.5188,stable,0,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.78,False
content_75b020e94834,client_7f2253d7e2,2.0,0.5119023545893129,False,striking,19.1,1539,0.0,169,0.13,0.04000000000000001,0.4848,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.779,False
content_5ad0d416fbbd,client_bbb965ab0c,2.0,0.6328199871635021,False,striking,11.3,953,0.0,104,0.0,0.17,0.5182,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.778,False
content_24f8c25672ea,client_f74efabef1,2.0,0.41155373201551687,True,striking,13.1,950,11.11,112,0.0,0.17,0.5176,stable,0,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.775,False
content_d33fcd939876,client_3fdba35f04,2.0,0.6000322628202994,False,striking,16.3,940,0.0,124,0.0,0.17,0.5163,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.768,False
content_7d8636a3a342,client_6208ef0f77,2.0,0.3500715538926114,True,striking,16.7,940,0.0,223,0.0,0.17,0.5163,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.768,False
content_00cd5e91c97a,client_19581e27de,2.0,0.609240264474884,False,striking,13.8,941,0.0,139,0.0,0.17,0.5165,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.768,False
content_814d97d6cc54,client_19581e27de,0.0,0.4951260200633136,False,striking,19.8,938,1.05,445,0.0,0.17,0.5159,stable,0,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.766,False
content_82db197d3c34,client_3fdba35f04,2.0,0.11409515147494487,False,striking,14.0,933,0.0,263,0.0,0.17,0.5151,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.762,False
content_9e490e2d7f78,client_19581e27de,0.0,0.2573443792845351,False,striking,10.2,931,0.0,313,0.0,0.17,0.515,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.761,False
content_a48b2c34f432,client_6208ef0f77,2.0,0.31082983506903394,True,striking,18.2,1500,0.0,229,0.13,0.04000000000000001,0.4815,stable,0,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.761,False
content_51a87e64469f,client_6208ef0f77,2.0,0.3384103362214541,True,striking,11.5,931,1.09,229,0.0,0.17,0.515,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.761,False
content_71afd924779c,client_2c624232cd,0.0,0.5315890237824711,True,striking,15.9,930,0.0,438,0.0,0.17,0.5148,stable,0,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.76,False
content_8140ca7c74f6,client_19581e27de,0.0,0.4952491502841452,False,striking,12.3,930,0.0,389,0.0,0.17,0.5148,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.76,False
content_231c10e69d17,client_4e07408562,0.0,0.4963889531175357,False,striking,12.5,929,0.0,390,0.0,0.17,0.5145,stable,0,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.758,False
content_3610cc5e763c,client_19581e27de,5.0,0.06764756617703191,False,striking,10.4,1488,16.67,256,0.13,0.04000000000000001,0.4806,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.756,False
content_2f135940315a,client_19581e27de,0.0,0.38793531136308684,False,striking,19.8,924,0.0,362,0.0,0.17,0.5139,up,0,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.755,False
content_8b23ea11d29f,client_6208ef0f77,2.0,0.5678363156223226,True,striking,14.5,1486,3.85,139,0.13,0.04000000000000001,0.4804,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.755,False
content_fe6500cb76b5,client_6208ef0f77,2.0,0.35212342775842886,True,striking,16.4,922,0.0,223,0.0,0.17,0.5136,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.753,False
content_cc1426618cb6,client_4e07408562,0.0,0.49950979977003246,False,striking,12.1,1484,0.0,390,0.13,0.04000000000000001,0.4802,stable,0,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.753,False
content_2785084a0602,client_6208ef0f77,0.0,0.08475286782819494,True,striking,11.1,922,0.0,287,0.0,0.17,0.5136,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.753,False
content_585479f94fe1,client_f369cb89fc,2.0,0.5432722484735051,False,striking,11.9,918,0.0,179,0.0,0.17,0.5132,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.751,False
content_dc7ae960fe30,client_19581e27de,0.0,0.533530233817061,False,striking,15.8,917,0.0,441,0.0,0.17,0.513,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.75,False
content_51e2ca5f8882,client_19581e27de,0.0,0.5305050951906555,False,striking,10.2,914,0.0,417,0.0,0.17,0.5126,stable,0,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.748,False
content_a02ef01ed5c4,client_6208ef0f77,0.0,0.1614508216152199,True,striking,15.5,915,0.0,300,0.0,0.17,0.5127,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.748,False
content_b24b092a2fd7,client_19581e27de,0.0,0.25350998904665656,False,striking,11.8,913,0.0,313,0.0,0.17,0.5125,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.747,False
content_3365ce8c214b,client_19581e27de,0.0,0.5122702760318424,False,striking,16.5,911,0.0,417,0.0,0.17,0.5121,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.745,False
content_819fd8821255,client_349c41201b,2.0,0.5696879904417512,True,striking,18.0,908,0.0,140,0.0,0.17,0.5117,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.743,False
content_f309ff5ddc25,client_4e07408562,0.0,0.4946125019726218,False,striking,13.1,906,0.0,390,0.0,0.17,0.5115,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.742,False
content_5b1a71c1e749,client_4e07408562,2.0,0.3324064390281646,False,striking,12.8,904,0.0,230,0.0,0.17,0.511,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.739,False
content_4b254381379e,client_6208ef0f77,2.0,0.40511761983820604,True,striking,12.2,903,0.0,216,0.0,0.17,0.5108,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.738,False
content_f7aa02cc9594,client_19581e27de,0.0,0.5397386377830915,False,striking,15.5,899,0.0,463,0.0,0.17,0.5101,stable,0,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.735,False
content_8f88c87e2f5d,client_19581e27de,0.0,0.5269090106775361,False,striking,13.6,893,0.0,417,0.0,0.17,0.509,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.73,False
content_f4bce5257956,client_6208ef0f77,2.0,0.6144275314061076,True,striking,14.8,891,0.0,98,0.0,0.17,0.5088,up,0,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.728,False
content_94f4931f68bd,client_2c624232cd,0.0,0.544861817762737,True,striking,11.8,891,0.0,438,0.0,0.17,0.5088,stable,0,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.728,False
content_764c04089358,client_3fdba35f04,2.0,0.1041843769625706,False,striking,19.8,890,0.0,263,0.0,0.17,0.5086,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.727,False
content_643b51c0a848,client_8527a891e2,2.0,0.5388653255262708,False,striking,15.1,890,0.0,174,0.0,0.17,0.5086,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.727,False
content_2d35636c9425,client_3fdba35f04,2.0,0.6014733539676171,False,striking,13.3,889,0.0,148,0.0,0.17,0.5084,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.726,False
content_bea088091214,client_3fdba35f04,2.0,0.6175026894395546,False,striking,14.6,888,0.0,111,0.0,0.17,0.5082,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.725,False
content_e234a2798184,client_f74efabef1,2.0,0.6212102295084048,True,striking,10.5,886,0.0,140,0.0,0.17,0.5078,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.723,False
content_f5013794ba57,client_f74efabef1,4.0,0.7037850005378564,True,striking,15.7,881,100.0,175,0.0,0.17,0.5068,new,0,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.719,False
content_579d5db5bb98,client_f74efabef1,2.0,0.630448338067726,True,striking,12.3,881,0.0,112,0.0,0.17,0.5068,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.719,False
content_bdf346e55a5f,client_19581e27de,0.0,0.5426702196575957,False,striking,14.8,877,0.0,463,0.0,0.17,0.5061,stable,0,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.715,False
content_b39885a157fd,client_4e07408562,0.0,0.5393964171423435,False,striking,14.9,877,0.0,445,0.0,0.17,0.5061,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.715,False
content_7856c019aee8,client_f74efabef1,2.0,0.60401109648787,True,striking,15.9,875,0.0,123,0.0,0.17,0.5059,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.714,False
content_5ee2f6b89ee4,client_19581e27de,2.0,0.29277283027780826,False,striking,14.6,875,0.0,236,0.0,0.17,0.5059,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.714,False
content_9559a86ad203,client_19581e27de,0.0,0.545240822480137,False,striking,10.1,875,0.0,441,0.0,0.17,0.5059,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.714,False
content_433a9454796d,client_19581e27de,2.0,0.615994349450696,False,striking,10.9,876,0.0,144,0.0,0.17,0.506,stable,0,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.714,False
content_602b15fbc2df,client_e629fa6598,0.0,0.4977974167629085,False,striking,18.0,874,0.0,494,0.0,0.17,0.5056,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.713,False
content_ba3d470c48b0,client_19581e27de,2.0,0.16569257215624583,False,striking,10.8,872,0.0,256,0.0,0.17,0.5052,stable,0,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.711,False
content_a2951eb4d5d1,client_7f2253d7e2,2.0,0.6090240491590294,False,striking,15.7,871,0.0,110,0.0,0.17,0.505,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.71,False
content_17bb46c505fc,client_19581e27de,0.0,0.5329069537562249,False,striking,16.8,871,0.0,463,0.0,0.17,0.505,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.71,False
content_6d93bc61c73d,client_4e07408562,0.0,0.4979571438082095,False,striking,11.5,870,0.0,390,0.0,0.17,0.5048,stable,0,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.709,False
content_7f47196e68a9,client_19581e27de,0.0,0.33455987649341473,False,striking,11.0,1175,0.0,329,0.09,0.08000000000000002,0.4834,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.709,False
content_e60192b8a0a9,client_624b60c58c,0.0,0.3014896250522919,True,striking,13.7,870,9.09,356,0.0,0.17,0.5048,stable,0,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.709,False
content_3991fa5f0896,client_f74efabef1,2.0,0.6309590658151817,True,striking,11.6,1176,0.0,97,0.09,0.08000000000000002,0.4835,stable,0,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.709,False
content_c213697430c0,client_4e07408562,5.0,-0.08068352748441973,False,striking,11.7,1474,16.67,390,0.14,0.03,0.4682,up,0,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.708,True
content_8a3920211f4f,client_3fdba35f04,2.0,0.6294077400723345,False,striking,12.7,1169,0.0,104,0.09,0.08000000000000002,0.4829,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.706,False
content_83be0494c955,client_f74efabef1,5.0,0.4609822126183515,True,striking,13.7,868,33.33,140,0.0,0.17,0.5043,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.706,False
content_179533212cd0,client_f74efabef1,5.0,0.04776680094166429,True,striking,11.8,1467,17.65,175,0.14,0.03,0.4678,new,0,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.706,False
content_5083a1261e84,client_19581e27de,0.0,0.27168377701645197,False,striking,17.4,1167,5.0,329,0.09,0.08000000000000002,0.4827,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.705,False
content_add21d058429,client_19581e27de,0.0,0.25459213035452133,False,striking,11.4,867,0.0,313,0.0,0.17,0.504,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.705,False
content_8ae8a3c2274a,client_6208ef0f77,2.0,0.6182408093590471,True,striking,14.7,1167,0.0,111,0.09,0.08000000000000002,0.4827,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.705,False
content_6cba860a5110,client_3fdba35f04,0.0,0.041172409573804275,False,striking,19.4,1167,0.0,284,0.09,0.08000000000000002,0.4827,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.705,False
content_ff0b9154b156,client_e629fa6598,0.0,0.4768804307643371,False,striking,18.2,1464,6.25,460,0.14,0.03,0.4676,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.704,False
content_a2da35902052,client_a88a7902cb,2.0,0.5095392010280994,False,striking,11.9,864,3.03,182,0.0,0.17,0.5035,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.703,False
content_c6b4b0c883b8,client_6208ef0f77,2.0,0.3048267167996957,True,striking,18.9,1165,0.0,229,0.09,0.08000000000000002,0.4824,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.703,False
content_6c7a8b388c2d,client_6208ef0f77,2.0,0.6355764282694331,True,striking,11.3,1462,0.0,118,0.14,0.03,0.4673,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.703,False
content_7a48e968c537,client_19581e27de,0.0,0.2545877599362185,False,striking,11.4,865,0.0,313,0.0,0.17,0.5037,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.703,False
content_793666136464,client_4e07408562,2.0,0.33529085416984894,False,striking,11.0,1164,0.0,230,0.09,0.08000000000000002,0.4823,up,0,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.703,False
content_fd4eff090477,client_19581e27de,2.0,0.6084942004480308,False,striking,15.2,861,0.0,126,0.0,0.17,0.503,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.7,False
content_a32e1c31ee98,client_19581e27de,2.0,0.5956327832260334,False,striking,15.7,1159,0.0,139,0.09,0.08000000000000002,0.4816,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.699,False
content_c6da1bbdc259,client_3fdba35f04,5.0,0.47291816949314125,False,striking,11.9,860,37.5,144,0.0,0.17,0.5028,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.699,False
content_0f0ddbb3a60f,client_bbb965ab0c,2.0,0.632194466762996,False,striking,12.2,1450,0.0,104,0.14,0.03,0.4665,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.698,False
content_fac9e8c13f4c,client_3fdba35f04,2.0,0.5374772919909755,False,striking,17.4,858,0.0,165,0.0,0.17,0.5025,down,1,BOOST,STRIKING_DISTANCE_BOOST,2,Ranking 11-20 (striking distance) with CTR below the tier's expected rate — a meta title/description fix is cheap and the ranking is already close.,1.697,False
